datetime,station,passengers,temperature,weather_type,is_weekend,events
2024-12-13 07:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Tekniska högskolan,180,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Universitet,168,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Gamla stan,225,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Kungsträdgården,190,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 07:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,T-Centralen,1440,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Slussen,720,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Gullmarsplan,403,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Fridhemsplan,360,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Tekniska högskolan,324,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Universitet,302,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Gamla stan,405,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Kungsträdgården,343,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Odenplan,470,-0.6,snow,False,[]
2024-12-13 08:05:25.890062,Medborgarplatsen,456,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,T-Centralen,1440,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Slussen,720,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Gullmarsplan,403,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Fridhemsplan,360,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Tekniska högskolan,216,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Universitet,201,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Gamla stan,405,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Kungsträdgården,343,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Odenplan,470,-0.6,snow,False,[]
2024-12-13 09:05:25.890062,Medborgarplatsen,456,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,T-Centralen,1440,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Slussen,720,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Gullmarsplan,403,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Fridhemsplan,360,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Tekniska högskolan,216,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Universitet,201,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Gamla stan,405,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Kungsträdgården,343,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Odenplan,470,-0.6,snow,False,[]
2024-12-13 10:05:25.890062,Medborgarplatsen,456,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Tekniska högskolan,120,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Universitet,112,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Gamla stan,173,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Kungsträdgården,146,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 11:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Tekniska högskolan,120,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Universitet,112,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Gamla stan,173,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Kungsträdgården,146,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 12:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Tekniska högskolan,120,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Universitet,112,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Gamla stan,173,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Kungsträdgården,146,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 13:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Tekniska högskolan,120,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Universitet,112,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Gamla stan,173,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Kungsträdgården,146,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 14:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,T-Centralen,800,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Slussen,400,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Gullmarsplan,224,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Fridhemsplan,200,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Tekniska högskolan,120,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Universitet,112,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Gamla stan,173,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Kungsträdgården,146,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Odenplan,186,-0.6,snow,False,[]
2024-12-13 15:05:25.890062,Medborgarplatsen,181,-0.6,snow,False,[]
2024-12-13 16:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 16:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 17:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 17:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 18:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 18:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 19:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 19:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 20:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 20:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 21:05:25.890062,T-Centralen,100,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Slussen,50,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Gullmarsplan,28,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Fridhemsplan,25,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Tekniska högskolan,15,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Universitet,14,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Gamla stan,21,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Kungsträdgården,18,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Odenplan,23,2.5,clear,False,[]
2024-12-13 21:05:25.890062,Medborgarplatsen,22,2.5,clear,False,[]
2024-12-13 22:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-13 22:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-13 23:05:25.890062,T-Centralen,2000,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Slussen,1000,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Gullmarsplan,560,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Fridhemsplan,500,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Tekniska högskolan,300,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Universitet,280,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Gamla stan,433,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Kungsträdgården,366,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Odenplan,746,2.5,clear,False,[]
2024-12-13 23:05:25.890062,Medborgarplatsen,725,2.5,clear,False,[]
2024-12-14 00:05:25.890062,T-Centralen,2000,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Slussen,1000,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Gullmarsplan,560,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Fridhemsplan,500,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Tekniska högskolan,449,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Universitet,420,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Gamla stan,433,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Kungsträdgården,366,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Odenplan,746,2.5,clear,False,[]
2024-12-14 00:05:25.890062,Medborgarplatsen,725,2.5,clear,False,[]
2024-12-14 01:05:25.890062,T-Centralen,2000,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Slussen,1000,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Gullmarsplan,560,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Fridhemsplan,500,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Tekniska högskolan,449,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Universitet,420,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Gamla stan,433,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Kungsträdgården,366,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Odenplan,746,2.5,clear,False,[]
2024-12-14 01:05:25.890062,Medborgarplatsen,725,2.5,clear,False,[]
2024-12-14 02:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 02:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 03:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 03:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 04:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 04:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 05:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 05:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 06:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 06:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 07:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Tekniska högskolan,224,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Universitet,210,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Gamla stan,281,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Kungsträdgården,238,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 07:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 08:05:25.890062,T-Centralen,1800,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Slussen,900,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Gullmarsplan,504,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Fridhemsplan,450,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Tekniska högskolan,404,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Universitet,378,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Gamla stan,507,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Kungsträdgården,429,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Odenplan,588,2.5,clear,False,[]
2024-12-14 08:05:25.890062,Medborgarplatsen,571,2.5,clear,False,[]
2024-12-14 09:05:25.890062,T-Centralen,1800,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Slussen,900,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Gullmarsplan,504,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Fridhemsplan,450,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Tekniska högskolan,270,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Universitet,252,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Gamla stan,507,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Kungsträdgården,429,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Odenplan,588,2.5,clear,False,[]
2024-12-14 09:05:25.890062,Medborgarplatsen,571,2.5,clear,False,[]
2024-12-14 10:05:25.890062,T-Centralen,1800,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Slussen,900,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Gullmarsplan,504,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Fridhemsplan,450,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Tekniska högskolan,270,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Universitet,252,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Gamla stan,507,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Kungsträdgården,429,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Odenplan,588,2.5,clear,False,[]
2024-12-14 10:05:25.890062,Medborgarplatsen,571,2.5,clear,False,[]
2024-12-14 11:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 11:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 12:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 12:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 13:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 13:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 14:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 14:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 15:05:25.890062,T-Centralen,1000,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Slussen,500,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Gullmarsplan,280,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Fridhemsplan,250,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Tekniska högskolan,150,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Universitet,140,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Gamla stan,216,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Kungsträdgården,183,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Odenplan,233,2.5,clear,False,[]
2024-12-14 15:05:25.890062,Medborgarplatsen,226,2.5,clear,False,[]
2024-12-14 16:05:25.890062,T-Centralen,400,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Slussen,200,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Gullmarsplan,112,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Fridhemsplan,100,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Tekniska högskolan,18,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Universitet,16,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Gamla stan,121,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Kungsträdgården,102,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Odenplan,93,-2.4,clear,True,[]
2024-12-14 16:05:25.890062,Medborgarplatsen,90,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,T-Centralen,400,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Slussen,200,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Gullmarsplan,112,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Fridhemsplan,100,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Tekniska högskolan,18,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Universitet,16,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Gamla stan,121,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Kungsträdgården,102,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Odenplan,93,-2.4,clear,True,[]
2024-12-14 17:05:25.890062,Medborgarplatsen,90,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,T-Centralen,400,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Slussen,200,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Gullmarsplan,112,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Fridhemsplan,100,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Tekniska högskolan,18,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Universitet,16,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Gamla stan,121,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Kungsträdgården,102,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Odenplan,93,-2.4,clear,True,[]
2024-12-14 18:05:25.890062,Medborgarplatsen,90,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,T-Centralen,400,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,Slussen,200,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,Gullmarsplan,112,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,Fridhemsplan,100,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,Tekniska högskolan,18,-2.4,clear,True,[]
2024-12-14 19:05:25.890062,Universitet,16,-2.4,clear,True,[]
